Year,Month,Day,Extent,Missing,Hemisphere
1991,10,22,17.611,0,south
1991,10,23,17.497,0,south
1991,10,24,17.431,0,south
1991,10,25,17.473,0,south
1991,10,26,17.353,0,south
1991,10,27,17.216,0,south
1991,10,28,17.211,0,south
1991,10,29,17.094,0,south
1991,10,30,17.081,0,south
1991,10,31,17.07,0,south
1991,11,1,17.02,0,south
1991,11,2,16.971,0,south
1991,11,3,16.926,0,south
1991,11,4,16.881,0,south
1991,11,5,16.883,0,south
1991,11,6,16.728,0,south
1991,11,7,16.66,0,south
1991,11,8,16.549,0,south
1991,11,9,16.449,0,south
1991,11,10,16.382,0,south
1991,11,11,16.374,0,south
1991,11,12,16.219,0,south
1991,11,13,16.134,0,south
1991,11,14,15.931,0,south
1991,11,15,15.92,0,south
1991,11,16,15.806,0,south
1991,11,17,15.645,0,south
1991,11,18,15.399,0,south
1991,11,19,15.192,0,south
1991,11,20,15.006,0,south
1991,11,21,14.867,0,south
1991,11,22,14.756,0,south
1991,11,23,14.532,0,south
1991,11,24,14.427,0,south
1991,11,25,14.367,0,south
1991,11,26,14.188,0,south
1991,11,27,13.988,0,south
1991,11,28,13.887,0,south
1991,11,29,13.842,0,south
1991,11,30,13.577,0,south
1991,12,1,13.354,0,south
1991,12,2,13.211,0,south
1991,12,3,13.152,0,south
1991,12,4,12.938,0,south
1991,12,5,12.677,0,south
1991,12,6,12.519,0,south
1991,12,7,12.35,0,south
1991,12,8,12.132,0,south
1991,12,9,11.812,0,south
1991,12,10,11.544,0,south
1991,12,11,11.4,0,south
1991,12,12,11.113,0,south
1991,12,13,10.95,0,south
1991,12,14,10.781,0,south
1991,12,15,10.499,0,south
1991,12,16,10.28,0,south
1991,12,17,10.069,0,south
1991,12,18,9.668,0,south
1991,12,19,9.254,0,south
1991,12,20,9.153,0,south
1991,12,21,8.931,0,south
1991,12,22,8.67,0,south
1991,12,23,8.537,0,south
1991,12,24,8.347,0,south
1991,12,25,8.084,0,south
1991,12,26,7.898,0,south
1991,12,27,7.716,0,south
1991,12,28,7.611,0,south
1991,12,29,7.372,0,south
1991,12,30,7.111,0,south
1991,12,31,6.829,0,south
1992,1,1,6.656,0,south
1992,1,2,6.458,0,south
1992,1,3,6.278,0,south
1992,1,4,6.053,0,south
1992,1,5,5.963,0,south
1992,1,6,5.788,0,south
1992,1,7,5.702,0,south
1992,1,8,5.574,0,south
1992,1,9,5.354,0,south
1992,1,10,5.229,0,south
1992,1,11,5.089,0,south
1992,1,12,4.978,0,south
1992,1,13,4.872,0,south
1992,1,14,4.762,0,south
1992,1,15,4.698,0,south
1992,1,16,4.61,0,south
1992,1,17,4.493,0,south
1992,1,18,4.414,0,south
1992,1,19,4.279,0,south
1992,1,20,4.232,0,south
1992,1,21,4.219,0,south
1992,1,22,4.105,0,south
1992,1,23,3.975,0,south
1992,1,24,3.99,0,south
1992,1,25,3.833,0,south
1992,1,26,3.744,0,south
1992,1,27,3.687,0,south
1992,1,28,3.612,0,south
1992,1,29,3.576,0,south
1992,1,30,3.514,0,south
1992,1,31,3.478,0,south
1992,2,1,3.401,0,south
1992,2,2,3.37,0,south
1992,2,3,3.341,0,south
1992,2,4,3.275,0,south
1992,2,5,3.148,0,south
1992,2,6,3.141,0,south
1992,2,7,3.166,0,south
1992,2,8,3.074,0,south
1992,2,9,3.005,0,south
1992,2,10,2.952,0,south
1992,2,11,2.943,0,south
1992,2,12,2.906,0,south
1992,2,13,2.833,0,south
1992,2,14,2.811,0,south
1992,2,15,2.74,0,south
1992,2,16,2.725,0,south
1992,2,17,2.698,0,south
1992,2,18,2.62,0,south
1992,2,19,2.582,0,south
1992,2,20,2.567,0,south
1992,2,21,2.521,0,south
1992,2,22,2.512,0,south
1992,2,23,2.492,0,south
1992,2,24,2.551,0,south
1992,2,25,2.537,0,south
1992,2,26,2.522,0,south
1992,2,27,2.621,0,south
1992,2,28,2.634,0,south
1992,2,29,2.596,0,south
1992,3,1,2.659,0,south
1992,3,2,2.759,0,south
1992,3,3,2.822,0,south
1992,3,4,2.834,0,south
1992,3,5,2.828,0,south
1992,3,6,2.793,0,south
1992,3,7,2.878,0,south
1992,3,8,2.91,0,south
1992,3,9,2.926,0,south
1992,3,10,2.989,0,south
1992,3,11,3.043,0,south
1992,3,12,3.146,0,south
1992,3,13,3.227,0,south
1992,3,14,3.291,0,south
1992,3,15,3.402,0,south
1992,3,16,3.389,0,south
1992,3,17,3.449,0,south
1992,3,18,3.626,0,south
1992,3,19,3.713,0,south
1992,3,20,3.798,0,south
1992,3,21,3.878,0,south
1992,3,22,3.948,0,south
1992,3,23,4.059,0,south
1992,3,24,4.212,0,south
1992,3,25,4.342,0,south
1992,3,26,4.423,0,south
1992,3,27,4.495,0,south
1992,3,28,4.581,0,south
1992,3,29,4.656,0,south
1992,3,30,4.782,0,south
1992,3,31,4.914,0,south
1992,4,1,5.061,0,south
1992,4,2,5.187,0,south
1992,4,3,5.3,0,south
1992,4,4,5.482,0,south
1992,4,5,5.611,0,south
1992,4,6,5.777,0,south
1992,4,7,5.946,0,south
1992,4,8,6.038,0,south
1992,4,9,6.149,0,south
1992,4,10,6.291,0,south
1992,4,11,6.353,0,south
1992,4,12,6.477,0,south
1992,4,13,6.61,0,south
1992,4,14,6.687,0,south
1992,4,15,6.789,0,south
1992,4,16,6.889,0,south
1992,4,17,6.959,0,south
1992,4,18,7.117,0,south
1992,4,19,7.202,0,south
1992,4,20,7.229,0,south
1992,4,21,7.324,0,south
1992,4,22,7.453,0,south
1992,4,23,7.573,0,south
1992,4,24,7.683,0,south
1992,4,25,7.821,0,south
1992,4,26,7.919,0,south
1992,4,27,8.063,0,south
1992,4,28,8.2,0,south
1992,4,29,8.272,0,south
1992,4,30,8.361,0,south
1992,5,1,8.507,0,south
1992,5,2,8.592,0,south
1992,5,3,8.633,0,south
1992,5,4,8.749,0,south
1992,5,5,8.865,0,south
1992,5,6,8.953,0,south
1992,5,7,9.015,0,south
1992,5,8,9.146,0,south
1992,5,9,9.227,0,south
1992,5,10,9.29,0,south
1992,5,11,9.369,0,south
1992,5,12,9.464,0,south
1992,5,13,9.619,0,south
1992,5,14,9.773,0,south
1992,5,15,9.862,0,south
1992,5,16,9.959,0,south
1992,5,17,10.097,0,south
1992,5,18,10.228,0,south
1992,5,19,10.386,0,south
1992,5,20,10.457,0,south
1992,5,21,10.567,0,south
1992,5,22,10.637,0,south
1992,5,23,10.623,0,south
1992,5,24,10.648,0,south
1992,5,25,10.773,0,south
1992,5,26,10.808,0,south
1992,5,27,10.878,0,south
1992,5,28,11.01,0,south
1992,5,29,11.068,0,south
1992,5,30,11.137,0,south
1992,5,31,11.328,0,south
1992,6,1,11.426,0,south
1992,6,2,11.518,0,south
1992,6,3,11.568,0,south
1992,6,4,11.651,0,south
1992,6,5,11.819,0,south
1992,6,6,11.905,0,south
1992,6,7,11.969,0,south
1992,6,8,11.998,0,south
1992,6,9,12.094,0,south
1992,6,10,12.219,0,south
1992,6,11,12.29,0,south
1992,6,12,12.437,0,south
1992,6,13,12.521,0,south
1992,6,14,12.7,0,south
1992,6,15,12.765,0,south
1992,6,16,12.841,0,south
1992,6,17,12.881,0,south
1992,6,18,13.092,0,south
1992,6,19,13.221,0,south
1992,6,20,13.255,0,south
1992,6,21,13.2,0,south
1992,6,22,13.269,0,south
1992,6,23,13.467,0,south
1992,6,24,13.607,0,south
1992,6,25,13.697,0,south
1992,6,26,13.922,0,south
1992,6,27,14.072,0,south
1992,6,28,14.209,0,south
1992,6,29,14.284,0,south
1992,6,30,14.358,0,south
1992,7,1,14.53,0,south
1992,7,2,14.474,0,south
1992,7,3,14.489,0,south
1992,7,4,14.6,0,south
1992,7,5,14.728,0,south
1992,7,6,14.755,0,south
1992,7,7,14.93,0,south
1992,7,8,15.232,0,south
1992,7,9,15.376,0,south
1992,7,10,15.431,0,south
1992,7,11,15.586,0,south
1992,7,12,15.709,0,south
1992,7,13,15.795,0,south
1992,7,14,15.799,0,south
1992,7,15,15.912,0,south
1992,7,16,16.023,0,south
1992,7,17,16.031,0,south
1992,7,18,16.129,0,south
1992,7,19,16.219,0,south
1992,7,20,16.31,0,south
1992,7,21,16.455,0,south
1992,7,22,16.516,0,south
1992,7,23,16.571,0,south
1992,7,24,16.672,0,south
1992,7,25,16.671,0,south
1992,7,26,16.82,0,south
1992,7,27,16.931,0,south
1992,7,28,17.027,0,south
1992,7,29,17.037,0,south
1992,7,30,16.987,0,south
1992,7,31,16.982,0,south
1992,8,1,17.01,0,south
1992,8,2,17.069,0,south
1992,8,3,17.156,0,south
1992,8,4,17.31,0,south
1992,8,5,17.35,0,south
1992,8,6,17.443,0,south
1992,8,7,17.446,0,south
1992,8,8,17.49,0,south
1992,8,9,17.554,0,south
1992,8,10,17.587,0,south
1992,8,11,17.532,0,south
1992,8,12,17.582,0,south
1992,8,13,17.66,0,south
1992,8,14,17.706,0,south
1992,8,15,17.801,0,south
1992,8,16,17.929,0,south
1992,8,17,17.873,0,south
1992,8,18,17.835,0,south
1992,8,19,17.833,0,south
1992,8,20,17.902,0,south
1992,8,21,17.977,0,south
1992,8,22,18.05,0,south
1992,8,23,18.067,0,south
1992,8,24,18.07,0,south
1992,8,25,18.126,0,south
1992,8,26,18.135,0,south
1992,8,27,18.021,0,south
1992,8,28,17.985,0,south
1992,8,29,17.987,0,south
1992,8,30,18.009,0,south
1992,8,31,18.043,0,south
1992,9,1,18.072,0,south
1992,9,2,18.138,0,south
1992,9,3,18.156,0,south
1992,9,4,18.195,0,south
1992,9,5,18.19,0,south
1992,9,6,18.311,0,south
1992,9,7,18.319,0,south
1992,9,8,18.355,0,south
1992,9,9,18.359,0,south
1992,9,10,18.395,0,south
1992,9,11,18.467,0,south
1992,9,12,18.43,0,south
1992,9,13,18.384,0,south
1992,9,14,18.458,0,south
1992,9,15,18.302,0,south
1992,9,16,18.205,0,south
1992,9,17,18.137,0,south
1992,9,18,17.977,0,south
1992,9,19,17.851,0,south
1992,9,20,17.927,0,south
1992,9,21,18.063,0,south
1992,9,22,18.047,0,south
1992,9,23,17.97,0,south
1992,9,24,17.998,0,south
1992,9,25,17.983,0,south
1992,9,26,17.897,0,south
1992,9,27,17.975,0,south
1992,9,28,17.934,0,south
1992,9,29,17.936,0,south
1992,9,30,17.985,0,south
1992,10,1,17.939,0,south
1992,10,2,18.069,0,south
1992,10,3,18.136,0,south
1992,10,4,18.121,0,south
1992,10,5,18.117,0,south
1992,10,6,18.114,0,south
1992,10,7,18.183,0,south
1992,10,8,18.209,0,south
1992,10,9,18.147,0,south
1992,10,10,18.098,0,south
1992,10,11,18.107,0,south
1992,10,12,18.155,0,south
1992,10,13,18.175,0,south
1992,10,14,18.228,0,south
1992,10,15,18.206,0,south
1992,10,16,18.143,0,south
1992,10,17,18.018,0,south
1992,10,18,18.015,0,south
1992,10,19,17.977,0,south
1992,10,20,17.926,0,south
1992,10,21,17.875,0,south
1992,10,22,17.84,0,south
1992,10,23,17.825,0,south
1992,10,24,17.774,0,south
1992,10,25,17.685,0,south
1992,10,26,17.648,0,south
1992,10,27,17.612,0,south
1992,10,28,17.52,0,south
1992,10,29,17.481,0,south
1992,10,30,17.374,0,south
1992,10,31,17.236,0,south
1992,11,1,17.168,0,south
1992,11,2,17.065,0,south
1992,11,3,17.057,0,south
1992,11,4,17.011,0,south
1992,11,5,16.991,0,south
1992,11,6,16.983,0,south
1992,11,7,16.941,0,south
1992,11,8,16.846,0,south
1992,11,9,16.777,0,south
1992,11,10,16.605,0,south
1992,11,11,16.515,0,south
1992,11,12,16.328,0,south
1992,11,13,16.192,0,south
1992,11,14,16.125,0,south
1992,11,15,16.159,0,south
1992,11,16,16.086,0,south
1992,11,17,16.032,0,south
1992,11,18,15.88,0,south
1992,11,19,15.79,0,south
1992,11,20,15.612,0,south
1992,11,21,15.297,0,south
1992,11,22,15.266,0,south
1992,11,23,15.068,0,south
1992,11,24,14.96,0,south
1992,11,25,14.842,0,south
1992,11,26,14.704,0,south
1992,11,27,14.465,0,south
1992,11,28,14.242,0,south
1992,11,29,14.005,0,south
1992,11,30,13.853,0,south
1992,12,1,13.689,0,south
1992,12,2,13.535,0,south
1992,12,3,13.266,0,south
1992,12,4,13.108,0,south
1992,12,5,12.854,0,south
1992,12,6,12.725,0,south
1992,12,7,12.515,0,south
1992,12,8,12.336,0,south
1992,12,9,12.146,0,south
1992,12,10,11.961,0,south
1992,12,11,11.71,0,south
1992,12,12,11.457,0,south
1992,12,13,11.168,0,south
1992,12,14,10.795,0,south
1992,12,15,10.485,0,south
1992,12,16,10.275,0,south
1992,12,17,10.015,0,south
1992,12,18,9.705,0,south
1992,12,19,9.452,0,south
1992,12,20,9.208,0,south
1992,12,21,8.949,0,south
1992,12,22,8.647,0,south
1992,12,23,8.439,0,south
1992,12,24,8.223,0,south
1992,12,25,7.928,0,south
1992,12,26,7.632,0,south
1992,12,27,7.345,0,south
1992,12,28,7.062,0,south
1992,12,29,6.772,0,south
1992,12,30,6.573,0,south
1992,12,31,6.403,0,south
1993,1,1,6.284,0,south
1993,1,2,6.079,0,south
1993,1,3,5.884,0,south
1993,1,4,5.721,0,south
1993,1,5,5.555,0,south
1993,1,6,5.439,0,south
1993,1,7,5.374,0,south
1993,1,8,5.227,0,south
1993,1,9,5.2,0,south
1993,1,10,4.965,0,south
1993,1,11,4.88,0,south
1993,1,12,4.788,0,south
1993,1,13,4.696,0,south
1993,1,14,4.547,0,south
1993,1,15,4.4,0,south
1993,1,16,4.3,0,south
1993,1,17,4.169,0,south
1993,1,18,4.075,0,south
1993,1,19,3.967,0,south
1993,1,20,3.86,0,south
1993,1,21,3.821,0,south
1993,1,22,3.698,0,south
1993,1,23,3.618,0,south
1993,1,24,3.486,0,south
1993,1,25,3.449,0,south
1993,1,26,3.436,0,south
1993,1,27,3.384,0,south
1993,1,28,3.261,0,south
1993,1,29,3.113,0,south
1993,1,30,3.055,0,south
1993,1,31,2.96,0,south
1993,2,1,2.963,0,south
1993,2,2,2.926,0,south
1993,2,3,2.815,0,south
1993,2,4,2.762,0,south
1993,2,5,2.703,0,south
1993,2,6,2.663,0,south
1993,2,7,2.61,0,south
1993,2,8,2.568,0,south
1993,2,9,2.494,0,south
1993,2,10,2.463,0,south
1993,2,11,2.436,0,south
1993,2,12,2.421,0,south
1993,2,13,2.387,0,south
1993,2,14,2.364,0,south
1993,2,15,2.309,0,south
1993,2,16,2.333,0,south
1993,2,17,2.336,0,south
1993,2,18,2.301,0,south
1993,2,19,2.281,0,south
1993,2,20,2.342,0,south
1993,2,21,2.381,0,south
1993,2,22,2.334,0,south
1993,2,23,2.376,0,south
1993,2,24,2.377,0,south
1993,2,25,2.409,0,south
1993,2,26,2.352,0,south
1993,2,27,2.385,0,south
1993,2,28,2.41,0,south
1993,3,1,2.398,0,south
1993,3,2,2.393,0,south
1993,3,3,2.371,0,south
1993,3,4,2.375,0,south
1993,3,5,2.346,0,south
1993,3,6,2.433,0,south
1993,3,7,2.554,0,south
1993,3,8,2.629,0,south
1993,3,9,2.732,0,south
1993,3,10,2.891,0,south
1993,3,11,3.081,0,south
1993,3,12,3.182,0,south
1993,3,13,3.305,0,south
1993,3,14,3.42,0,south
1993,3,15,3.54,0,south
1993,3,16,3.746,0,south
1993,3,17,3.887,0,south
1993,3,18,4.021,0,south
1993,3,19,4.166,0,south
1993,3,20,4.233,0,south
1993,3,21,4.265,0,south
1993,3,22,4.369,0,south
1993,3,23,4.441,0,south
1993,3,24,4.541,0,south
1993,3,25,4.682,0,south
1993,3,26,4.834,0,south
1993,3,27,4.872,0,south
1993,3,28,4.872,0,south
1993,3,29,4.938,0,south
1993,3,30,5.051,0,south
1993,3,31,5.146,0,south
1993,4,1,5.159,0,south
1993,4,2,5.263,0,south
1993,4,3,5.388,0,south
1993,4,4,5.478,0,south
1993,4,5,5.58,0,south
1993,4,6,5.642,0,south
1993,4,7,5.747,0,south
1993,4,8,5.874,0,south
1993,4,9,5.955,0,south
1993,4,10,6.047,0,south
1993,4,11,6.191,0,south
1993,4,12,6.314,0,south
1993,4,13,6.469,0,south
1993,4,14,6.558,0,south
1993,4,15,6.639,0,south
1993,4,16,6.702,0,south
1993,4,17,6.838,0,south
1993,4,18,6.863,0,south
1993,4,19,6.905,0,south
1993,4,20,6.981,0,south
1993,4,21,7.072,0,south
1993,4,22,7.188,0,south
1993,4,23,7.334,0,south
1993,4,24,7.507,0,south
1993,4,25,7.632,0,south
1993,4,26,7.746,0,south
1993,4,27,7.884,0,south
1993,4,28,8.082,0,south
1993,4,29,8.187,0,south
1993,4,30,8.323,0,south
1993,5,1,8.496,0,south
1993,5,2,8.641,0,south
1993,5,3,8.727,0,south
1993,5,4,8.885,0,south
1993,5,5,9.025,0,south
1993,5,6,9.123,0,south
1993,5,7,9.287,0,south
1993,5,8,9.384,0,south
1993,5,9,9.327,0,south
1993,5,10,9.334,0,south
1993,5,11,9.474,0,south
1993,5,12,9.653,0,south
1993,5,13,9.739,0,south
1993,5,14,9.881,0,south
1993,5,15,10.016,0,south
1993,5,16,10.167,0,south
1993,5,17,10.313,0,south
1993,5,18,10.368,0,south
1993,5,19,10.416,0,south
1993,5,20,10.513,0,south
1993,5,21,10.655,0,south
1993,5,22,10.745,0,south
1993,5,23,10.841,0,south
1993,5,24,10.932,0,south
1993,5,25,11.039,0,south
1993,5,26,11.175,0,south
1993,5,27,11.23,0,south
1993,5,28,11.354,0,south
1993,5,29,11.433,0,south
1993,5,30,11.455,0,south
1993,5,31,11.589,0,south
1993,6,1,11.746,0,south
1993,6,2,11.856,0,south
1993,6,3,12.005,0,south
1993,6,4,12.104,0,south
1993,6,5,12.21,0,south
1993,6,6,12.348,0,south
1993,6,7,12.531,0,south
1993,6,8,12.607,0,south
1993,6,9,12.678,0,south
1993,6,10,12.74,0,south
1993,6,11,12.85,0,south
1993,6,12,12.91,0,south
1993,6,13,12.954,0,south
1993,6,14,12.99,0,south
1993,6,15,13.032,0,south
1993,6,16,13.082,0,south
1993,6,17,13.108,0,south
1993,6,18,13.268,0,south
1993,6,19,13.395,0,south
1993,6,20,13.497,0,south
1993,6,21,13.599,0,south
1993,6,22,13.694,0,south
1993,6,23,13.76,0,south
1993,6,24,13.848,0,south
1993,6,25,14.001,0,south
1993,6,26,14.081,0,south
1993,6,27,14.185,0,south
1993,6,28,14.27,0,south
1993,6,29,14.441,0,south
1993,6,30,14.625,0,south
1993,7,1,14.686,0,south
1993,7,2,14.725,0,south
1993,7,3,14.824,0,south
1993,7,4,14.946,0,south
1993,7,5,14.937,0,south
1993,7,6,14.985,0,south
1993,7,7,15.08,0,south
1993,7,8,15.098,0,south
1993,7,9,15.247,0,south
1993,7,10,15.492,0,south
1993,7,11,15.589,0,south
1993,7,12,15.779,0,south
1993,7,13,15.849,0,south
1993,7,14,15.883,0,south
1993,7,15,15.811,0,south
1993,7,16,15.881,0,south
1993,7,17,15.914,0,south
1993,7,18,15.893,0,south
1993,7,19,16.096,0,south
1993,7,20,16.158,0,south
1993,7,21,16.158,0,south
1993,7,22,16.262,0,south
1993,7,23,16.393,0,south
1993,7,24,16.529,0,south
1993,7,25,16.577,0,south
1993,7,26,16.66,0,south
1993,7,27,16.806,0,south
1993,7,28,16.792,0,south
1993,7,29,16.75,0,south
1993,7,30,16.809,0,south
1993,7,31,16.892,0,south
1993,8,1,16.824,0,south
1993,8,2,16.745,0,south
1993,8,3,16.717,0,south
1993,8,4,16.777,0,south
1993,8,5,16.817,0,south
1993,8,6,16.759,0,south
1993,8,7,16.816,0,south
1993,8,8,16.943,0,south
1993,8,9,17.053,0,south
1993,8,10,17.171,0,south
1993,8,11,17.17,0,south
1993,8,12,17.208,0,south
1993,8,13,17.194,0,south
1993,8,14,17.22,0,south
1993,8,15,17.359,0,south
1993,8,16,17.448,0,south
1993,8,17,17.508,0,south
1993,8,18,17.578,0,south
1993,8,19,17.715,0,south
1993,8,20,17.782,0,south
1993,8,21,17.908,0,south
1993,8,22,17.991,0,south
1993,8,23,17.908,0,south
1993,8,24,17.905,0,south
1993,8,25,17.936,0,south
1993,8,26,18.054,0,south
1993,8,27,18.179,0,south
1993,8,28,18.244,0,south
1993,8,29,18.355,0,south
1993,8,30,18.457,0,south
1993,8,31,18.504,0,south
1993,9,1,18.485,0,south
1993,9,2,18.527,0,south
1993,9,3,18.535,0,south
1993,9,4,18.514,0,south
1993,9,5,18.55,0,south
1993,9,6,18.488,0,south
1993,9,7,18.47,0,south
1993,9,8,18.426,0,south
1993,9,9,18.356,0,south
1993,9,10,18.405,0,south
1993,9,11,18.416,0,south
1993,9,12,18.425,0,south
1993,9,13,18.471,0,south
1993,9,14,18.561,0,south
1993,9,15,18.618,0,south
1993,9,16,18.646,0,south
1993,9,17,18.636,0,south
1993,9,18,18.667,0,south
1993,9,19,18.672,0,south
1993,9,20,18.71,0,south
1993,9,21,18.619,0,south
1993,9,22,18.568,0,south
1993,9,23,18.574,0,south
1993,9,24,18.48,0,south
1993,9,25,18.468,0,south
1993,9,26,18.548,0,south
1993,9,27,18.559,0,south
1993,9,28,18.669,0,south
1993,9,29,18.619,0,south
1993,9,30,18.614,0,south
1993,10,1,18.626,0,south
1993,10,2,18.581,0,south
1993,10,3,18.522,0,south
1993,10,4,18.515,0,south
1993,10,5,18.533,0,south
1993,10,6,18.54,0,south
1993,10,7,18.524,0,south
1993,10,8,18.536,0,south
1993,10,9,18.561,0,south
1993,10,10,18.573,0,south
1993,10,11,18.496,0,south
1993,10,12,18.405,0,south
1993,10,13,18.351,0,south
1993,10,14,18.222,0,south
1993,10,15,18.23,0,south
1993,10,16,18.237,0,south
1993,10,17,18.25,0,south
1993,10,18,18.184,0,south
1993,10,19,18.076,0,south
1993,10,20,18.093,0,south
1993,10,21,17.979,0,south
1993,10,22,17.899,0,south
1993,10,23,17.846,0,south
1993,10,24,17.755,0,south
1993,10,25,17.646,0,south
1993,10,26,17.535,0,south
1993,10,27,17.466,0,south
1993,10,28,17.461,0,south
1993,10,29,17.422,0,south
1993,10,30,17.434,0,south
1993,10,31,17.456,0,south
1993,11,1,17.434,0,south
1993,11,2,17.414,0,south
1993,11,3,17.359,0,south
1993,11,4,17.253,0,south
1993,11,5,17.216,0,south
1993,11,6,17.2,0,south
1993,11,7,17.111,0,south
1993,11,8,16.974,0,south
1993,11,9,16.895,0,south
1993,11,10,16.767,0,south
1993,11,11,16.667,0,south
1993,11,12,16.62,0,south
1993,11,13,16.474,0,south
1993,11,14,16.377,0,south
1993,11,15,16.285,0,south
1993,11,16,16.24,0,south
1993,11,17,16.115,0,south
1993,11,18,15.893,0,south
1993,11,19,15.827,0,south
1993,11,20,15.658,0,south
1993,11,21,15.538,0,south
1993,11,22,15.436,0,south
1993,11,23,15.2,0,south
1993,11,24,15.003,0,south
1993,11,25,14.821,0,south
1993,11,26,14.628,0,south
1993,11,27,14.477,0,south
1993,11,28,14.352,0,south
1993,11,29,14.137,0,south
1993,11,30,13.891,0,south
1993,12,1,13.758,0,south
1993,12,2,13.472,0,south
1993,12,3,13.131,0,south
1993,12,4,12.83,0,south
1993,12,5,12.509,0,south
1993,12,6,12.297,0,south
1993,12,7,12.124,0,south
1993,12,8,11.958,0,south
1993,12,9,11.706,0,south
1993,12,10,11.52,0,south
1993,12,11,11.208,0,south
1993,12,12,10.962,0,south
1993,12,13,10.717,0,south
1993,12,14,10.467,0,south
1993,12,15,10.206,0,south
1993,12,16,9.964,0,south
1993,12,17,9.592,0,south
1993,12,18,9.352,0,south
1993,12,19,9.079,0,south
1993,12,20,8.694,0,south
1993,12,21,8.403,0,south
1993,12,22,8.215,0,south
1993,12,23,7.954,0,south
1993,12,24,7.731,0,south
1993,12,25,7.498,0,south
1993,12,26,7.422,0,south
1993,12,27,7.225,0,south
1993,12,28,7.132,0,south
1993,12,29,7.008,0,south
1993,12,30,6.907,0,south
1993,12,31,6.893,0,south
1994,1,1,6.724,0,south
1994,1,2,6.527,0,south
1994,1,3,6.501,0,south
1994,1,4,6.356,0,south
1994,1,5,6.166,0,south
1994,1,6,6.046,0,south
1994,1,7,5.964,0,south
1994,1,8,5.772,0,south
1994,1,9,5.642,0,south
1994,1,10,5.53,0,south
1994,1,11,5.425,0,south
1994,1,12,5.256,0,south
1994,1,13,5.101,0,south
1994,1,14,4.946,0,south
1994,1,15,4.892,0,south
1994,1,16,4.854,0,south
1994,1,17,4.746,0,south
1994,1,18,4.652,0,south
1994,1,19,4.592,0,south
1994,1,20,4.514,0,south
1994,1,21,4.362,0,south
1994,1,22,4.277,0,south
1994,1,23,4.202,0,south
1994,1,24,4.129,0,south
1994,1,25,4.075,0,south
1994,1,26,3.928,0,south
1994,1,27,3.875,0,south
1994,1,28,3.87,0,south
1994,1,29,3.748,0,south
1994,1,30,3.657,0,south
1994,1,31,3.608,0,south
1994,2,1,3.499,0,south
1994,2,2,3.494,0,south
1994,2,3,3.443,0,south
1994,2,4,3.394,0,south
1994,2,5,3.316,0,south
1994,2,6,3.286,0,south
1994,2,7,3.276,0,south
1994,2,8,3.258,0,south
1994,2,9,3.203,0,south
1994,2,10,3.168,0,south
1994,2,11,3.099,0,south
1994,2,12,3.083,0,south
1994,2,13,3.086,0,south
1994,2,14,3.091,0,south
1994,2,15,3.129,0,south
1994,2,16,3.107,0,south
1994,2,17,3.119,0,south
1994,2,18,3.104,0,south
1994,2,19,3.097,0,south
1994,2,20,3.098,0,south
1994,2,21,3.089,0,south
1994,2,22,3.126,0,south
1994,2,23,3.098,0,south
1994,2,24,3.092,0,south
1994,2,25,3.109,0,south
1994,2,26,3.144,0,south
1994,2,27,3.214,0,south
1994,2,28,3.309,0,south
1994,3,1,3.363,0,south
1994,3,2,3.459,0,south
1994,3,3,3.53,0,south
1994,3,4,3.595,0,south
1994,3,5,3.642,0,south
1994,3,6,3.66,0,south
1994,3,7,3.641,0,south
1994,3,8,3.735,0,south
1994,3,9,3.768,0,south
1994,3,10,3.884,0,south
1994,3,11,4.002,0,south
1994,3,12,4.04,0,south
1994,3,13,4.221,0,south
1994,3,14,4.287,0,south
1994,3,15,4.39,0,south
1994,3,16,4.509,0,south
1994,3,17,4.61,0,south
1994,3,18,4.706,0,south
1994,3,19,4.795,0,south
1994,3,20,4.887,0,south
1994,3,21,4.974,0,south
1994,3,22,5.075,0,south
1994,3,23,5.164,0,south
1994,3,24,5.253,0,south
1994,3,25,5.368,0,south
1994,3,26,5.487,0,south
1994,3,27,5.614,0,south
1994,3,28,5.734,0,south
1994,3,29,5.841,0,south
1994,3,30,5.875,0,south
1994,3,31,5.921,0,south
1994,4,1,6.001,0,south
1994,4,2,6.071,0,south
1994,4,3,6.134,0,south
1994,4,4,6.189,0,south
1994,4,5,6.233,0,south
1994,4,6,6.31,0,south
1994,4,7,6.411,0,south
1994,4,8,6.493,0,south
1994,4,9,6.565,0,south
1994,4,10,6.653,0,south
1994,4,11,6.81,0,south
1994,4,12,6.877,0,south
1994,4,13,6.971,0,south
1994,4,14,7.074,0,south
1994,4,15,7.128,0,south
1994,4,16,7.184,0,south
1994,4,17,7.327,0,south
1994,4,18,7.445,0,south
1994,4,19,7.565,0,south
1994,4,20,7.708,0,south
1994,4,21,7.755,0,south
1994,4,22,7.828,0,south
1994,4,23,7.882,0,south
1994,4,24,7.999,0,south
1994,4,25,8.1,0,south
1994,4,26,8.161,0,south
1994,4,27,8.3,0,south
1994,4,28,8.365,0,south
1994,4,29,8.499,0,south
1994,4,30,8.609,0,south
1994,5,1,8.733,0,south
1994,5,2,8.847,0,south
1994,5,3,8.968,0,south
1994,5,4,9.037,0,south
1994,5,5,9.159,0,south
1994,5,6,9.308,0,south
1994,5,7,9.449,0,south
1994,5,8,9.582,0,south
1994,5,9,9.692,0,south
